RETAILER,BRAND,Product,Product_category,OFFER
,mission,chips,snacks,
,dunkin,coffee,beverages,
,nature's bakery,bakery,deli & bakery,
,cinnamon toast crunch,"cereal, granola, & toaster pastries",pantry,
,swanson,soup & broth,pantry,
,canyon oaks,wine,alcohol,
mcalisters deli,mcalisters deli,cookies,snacks,"Sign up for McAlister's Deli Rewards, tap for details"
,carson ridge,wine,alcohol,
,smucker's uncrustables,frozen vegetables,frozen,
,imperial,butter & margarine,dairy,
,southern tier brewing company,beer,alcohol,
,kroger home sense,bath & body,health & wellness,
,spice world,cooking & baking,pantry,
,snack pack,snack mixes,snacks,
,welchs fruit snacks,fruit & vegetable snacks,snacks,"Welch's®Fruit Snacks, select varieties, buy 2"
amazon,welchs fruit snacks,fruit & vegetable snacks,snacks,"Welch's® Zero Sugar Fruity Bites, 6 pack+, online at Amazon"
,welchs fruit snacks,fruit & vegetable snacks,snacks,"Welch's® Fruit Snacks, select varieties, 6 count+, buy 3"
amazon,welchs fruit snacks,fruit & vegetable snacks,snacks,"Welch's® Fruit Snacks, 250 count, online at Amazon"
target,welchs fruit snacks,fruit & vegetable snacks,snacks,"Welch's® Juicefuls® Juicy Fruit Snacks, 14 count, at Target"
,welchs fruit snacks,fruit & vegetable snacks,snacks,"Welch's® Fruit Snacks, select varieties, 6 count+, buy 2"
,welchs fruit snacks,fruit & vegetable snacks,snacks,"Welch's®Fruit Snacks, spend $8"
walmart,welchs fruit snacks,fruit & vegetable snacks,snacks,"Welch's® Fruit 'n Yogurt® Snacks, 18 count, at Walmart"
,welchs fruit snacks,fruit & vegetable snacks,snacks,"Welch's® Fruit Snacks, select varieties, 6 count+"
,welchs fruit snacks,fruit & vegetable snacks,snacks,"Welch's® Juicefuls® Juicy Fruit Snacks, buy 2"
walmart,sara lee artesano,bakery,deli & bakery,"Artesano® buns, buy 2 at Walmart®"
,bimbo bread,bread,pantry,
,simply orange,fruit juices,beverages,
,honey bunches of oats,"cereal, granola, & toaster pastries",pantry,
,tide,laundry supplies,household supplies,
,ruffles,fruit & vegetable snacks,snacks,
,predo,baby bathing,baby & toddler,
,grove co,bath & body,health & wellness,
,lunchables,prepared meals,deli & bakery,
,blue buffalo,cooking & baking,pantry,
,spalife,bath & body,health & wellness,
,simple truth,bath & body,health & wellness,
,old el paso,bread,pantry,
,gerber,baby bathing,baby & toddler,
,scott,household supplies,household supplies,
,propel,drink mixes,beverages,
,field and farm,wine,alcohol,
,sunkist,carbonated soft drinks,beverages,
,frito-lay,chips,snacks,
,lagunitas,beer,alcohol,
,twizzlers,candy,snacks,
,bacardi party drinks,spirits,alcohol,
,cool whip,frozen desserts,frozen,
,progresso,soup & broth,pantry,
,hellmanns best foods,condiments,pantry,Hellmann's® OR Best Foods® Garlic Aioli OR Spicy Mayonnaise
,hellmanns best foods,condiments,pantry,Hellmann's® OR Best Foods® AND Sargento® Cheese Slices
,hellmanns best foods,condiments,pantry,Hellmann's | Best Foods Vegan Dressing or Spread
,kind,frozen meals,frozen,
mcalisters deli,mcalisters deli,carbonated soft drinks,beverages,"Sign up for McAlister's Deli Rewards, tap for details"
,bertolli,frozen meals,frozen,
,fritos,fruit & vegetable snacks,snacks,
,perdue,puffed snacks,snacks,
,tesoro della regina,wine,alcohol,
,atkins,cooking & baking,pantry,
,orbit,gum,candy,"ORBIT®, select sizes, buy 1"
,orbit,gum,candy,"ORBIT®, select varieties"
,charmin,household supplies,household supplies,
,minute maid,carbonated soft drinks,beverages,
,dole,fruit juices,beverages,
,dasani,water,beverages,
,titos,spirits,alcohol,
,3 musketeers,candy,snacks,
,cocktail artist,drink mixes,beverages,
,cape cod,chips,snacks,
,meijer,hair removal,health & wellness,
,ore-ida,frozen meals,frozen,
,kind,nuts & seeds,snacks,
,uno mas,wine,alcohol,
,fritos,chips,snacks,
,veuve du vernay,wine,alcohol,
,99,spirits,alcohol,
,brisk,tea,beverages,
,new amsterdam pink whitney,spirits,alcohol,
,dermassage,bath & body,health & wellness,
,fisher-price,household supplies,household supplies,
,daves killer bread,bread,pantry,
,corn nuts,nuts & seeds,snacks,
,red stripe,beer,alcohol,
,glad,household supplies,household supplies,"Glad® Trash Bags, 4 OR 8 Gallon"
,glad,household supplies,household supplies,Glad® ForceFlex Max Strength Trash Bags
,fruity pebbles,"cereal, granola, & toaster pastries",pantry,
,giant,candy,snacks,
,fireball,malt beverages,alcohol,
,rascal & friends,potty training,baby & toddler,
lowes home improvement,dixon,cooking & baking,pantry,"Dixon® Safety Carpenter Pencil, 10 count, at Lowe’s®"
,birds eye,makeup,beauty,
,bic,makeup,beauty,
,brisk,carbonated soft drinks,beverages,
,jimmy dean,frozen breakfast,frozen,
,lifewtr,water,beverages,
,big sipper,wine,alcohol,
,founders,beer,alcohol,
,twizzlers,candy,snacks,
,oui by yoplait,yogurt,dairy,
,smartfood,puffed snacks,snacks,
,sutter home,wine,alcohol,
caseys general store,caseys general store,carbonated soft drinks,beverages,Order from Casey's app or Caseys.com
caseys general store,caseys general store,carbonated soft drinks,beverages,Spend $25 at Casey's
caseys general store,caseys general store,carbonated soft drinks,beverages,Spend $5 in-store at Casey's
caseys general store,caseys general store,carbonated soft drinks,beverages,Select beverages AND prepared food items at Casey's
caseys general store,caseys general store,carbonated soft drinks,beverages,Visit OR order online from Casey's 7 times
caseys general store,caseys general store,carbonated soft drinks,beverages,Spend $5 on single-serve prepared food items at Casey's
caseys general store,caseys general store,carbonated soft drinks,beverages,12 Pack OR 2 Liter AND Whole Pizza Pie at Casey's
caseys general store,caseys general store,carbonated soft drinks,beverages,Whole Pizza at Casey's
caseys general store,caseys general store,carbonated soft drinks,beverages,Wings OR Cheesy Breadsticks at Casey's
caseys general store,caseys general store,carbonated soft drinks,beverages,Whole Pizza Pie at Casey's
caseys general store,caseys general store,carbonated soft drinks,beverages,Frozen OR Fountain Drink at Casey's
caseys general store,caseys general store,carbonated soft drinks,beverages,Spend $10 in-store at Casey's
caseys general store,caseys general store,carbonated soft drinks,beverages,"Fresh bakery item, select varieties, at Casey's"
caseys general store,caseys general store,carbonated soft drinks,beverages,Whole pizza at Casey's
caseys general store,caseys general store,carbonated soft drinks,beverages,12 Pack OR 2 Liter AND Whole Pizza at Casey's
caseys general store,caseys general store,carbonated soft drinks,beverages,Frozen OR Fountain Drink at Casey's 
caseys general store,caseys general store,carbonated soft drinks,beverages,Visit OR order online from Casey's 3 times
caseys general store,caseys general store,carbonated soft drinks,beverages,Visit OR order online from Casey's 5 times
caseys general store,caseys general store,carbonated soft drinks,beverages,12 pack OR 2 liter AND Whole Pizza at Casey's
caseys general store,caseys general store,carbonated soft drinks,beverages,Whole Pizza at Casey's 
caseys general store,caseys general store,carbonated soft drinks,beverages,"Fresh Bakery Products at Casey's, select varieties"
caseys general store,caseys general store,carbonated soft drinks,beverages,Spend $10 on Casey's branded packaged products
caseys general store,caseys general store,carbonated soft drinks,beverages,2 Pack OR 2 Liter AND Whole Pizza at Casey's
caseys general store,caseys general store,carbonated soft drinks,beverages,Select Beverages AND Prepared Food Item at Casey's
caseys general store,caseys general store,carbonated soft drinks,beverages,"Fresh Bakery items, select varieties, at Casey's"
caseys general store,caseys general store,carbonated soft drinks,beverages,Spend $5 on brisket mac & cheese sandwich OR other single-serve prepared food item
,kingsford,cooking & baking,pantry,
,castello del poggio,wine,alcohol,
caseys general store,caseys general store,cooking & baking,pantry,Order from Casey's app or Caseys.com
caseys general store,caseys general store,cooking & baking,pantry,Spend $25 at Casey's
caseys general store,caseys general store,cooking & baking,pantry,Spend $5 in-store at Casey's
caseys general store,caseys general store,cooking & baking,pantry,Select beverages AND prepared food items at Casey's
caseys general store,caseys general store,cooking & baking,pantry,Visit OR order online from Casey's 7 times
caseys general store,caseys general store,cooking & baking,pantry,Spend $5 on single-serve prepared food items at Casey's
caseys general store,caseys general store,cooking & baking,pantry,12 Pack OR 2 Liter AND Whole Pizza Pie at Casey's
caseys general store,caseys general store,cooking & baking,pantry,Whole Pizza at Casey's
caseys general store,caseys general store,cooking & baking,pantry,Wings OR Cheesy Breadsticks at Casey's
caseys general store,caseys general store,cooking & baking,pantry,Whole Pizza Pie at Casey's
caseys general store,caseys general store,cooking & baking,pantry,Frozen OR Fountain Drink at Casey's
caseys general store,caseys general store,cooking & baking,pantry,Spend $10 in-store at Casey's
caseys general store,caseys general store,cooking & baking,pantry,"Fresh bakery item, select varieties, at Casey's"
caseys general store,caseys general store,cooking & baking,pantry,Whole pizza at Casey's
caseys general store,caseys general store,cooking & baking,pantry,12 Pack OR 2 Liter AND Whole Pizza at Casey's
caseys general store,caseys general store,cooking & baking,pantry,Frozen OR Fountain Drink at Casey's 
caseys general store,caseys general store,cooking & baking,pantry,Visit OR order online from Casey's 3 times
caseys general store,caseys general store,cooking & baking,pantry,Visit OR order online from Casey's 5 times
caseys general store,caseys general store,cooking & baking,pantry,12 pack OR 2 liter AND Whole Pizza at Casey's
caseys general store,caseys general store,cooking & baking,pantry,Whole Pizza at Casey's 
caseys general store,caseys general store,cooking & baking,pantry,"Fresh Bakery Products at Casey's, select varieties"
caseys general store,caseys general store,cooking & baking,pantry,Spend $10 on Casey's branded packaged products
caseys general store,caseys general store,cooking & baking,pantry,2 Pack OR 2 Liter AND Whole Pizza at Casey's
caseys general store,caseys general store,cooking & baking,pantry,Select Beverages AND Prepared Food Item at Casey's
caseys general store,caseys general store,cooking & baking,pantry,"Fresh Bakery items, select varieties, at Casey's"
caseys general store,caseys general store,cooking & baking,pantry,Spend $5 on brisket mac & cheese sandwich OR other single-serve prepared food item
,remaining brnd,household supplies,household supplies,
,greenies,cooking & baking,pantry,
,kevita,carbonated soft drinks,beverages,
,homeline,bath & body,health & wellness,
,vlasic,sauces & marinades,pantry,
,philadelphia,cheese,dairy,
,cafe bustelo,coffee,beverages,
,dial,bath & body,health & wellness,
,froot loops,"cereal, granola, & toaster pastries",pantry,
mcalisters deli,mcalisters deli,cheese,dairy,"Sign up for McAlister's Deli Rewards, tap for details"
,eccentric,wine,alcohol,
,pinalen,bath & body,health & wellness,
,rancho la gloria,wine,alcohol,
,kool aid,drink mixes,beverages,
,wellsley farms,wine,alcohol,
caseys general store,caseys general store,chips,snacks,Order from Casey's app or Caseys.com
caseys general store,caseys general store,chips,snacks,Spend $25 at Casey's
caseys general store,caseys general store,chips,snacks,Spend $5 in-store at Casey's
caseys general store,caseys general store,chips,snacks,Select beverages AND prepared food items at Casey's
caseys general store,caseys general store,chips,snacks,Visit OR order online from Casey's 7 times
caseys general store,caseys general store,chips,snacks,Spend $5 on single-serve prepared food items at Casey's
caseys general store,caseys general store,chips,snacks,12 Pack OR 2 Liter AND Whole Pizza Pie at Casey's
caseys general store,caseys general store,chips,snacks,Whole Pizza at Casey's
caseys general store,caseys general store,chips,snacks,Wings OR Cheesy Breadsticks at Casey's
caseys general store,caseys general store,chips,snacks,Whole Pizza Pie at Casey's
caseys general store,caseys general store,chips,snacks,Frozen OR Fountain Drink at Casey's
caseys general store,caseys general store,chips,snacks,Spend $10 in-store at Casey's
caseys general store,caseys general store,chips,snacks,"Fresh bakery item, select varieties, at Casey's"
caseys general store,caseys general store,chips,snacks,Whole pizza at Casey's
caseys general store,caseys general store,chips,snacks,12 Pack OR 2 Liter AND Whole Pizza at Casey's
caseys general store,caseys general store,chips,snacks,Frozen OR Fountain Drink at Casey's 
caseys general store,caseys general store,chips,snacks,Visit OR order online from Casey's 3 times
caseys general store,caseys general store,chips,snacks,Visit OR order online from Casey's 5 times
caseys general store,caseys general store,chips,snacks,12 pack OR 2 liter AND Whole Pizza at Casey's
caseys general store,caseys general store,chips,snacks,Whole Pizza at Casey's 
caseys general store,caseys general store,chips,snacks,"Fresh Bakery Products at Casey's, select varieties"
caseys general store,caseys general store,chips,snacks,Spend $10 on Casey's branded packaged products
caseys general store,caseys general store,chips,snacks,2 Pack OR 2 Liter AND Whole Pizza at Casey's
caseys general store,caseys general store,chips,snacks,Select Beverages AND Prepared Food Item at Casey's
caseys general store,caseys general store,chips,snacks,"Fresh Bakery items, select varieties, at Casey's"
caseys general store,caseys general store,chips,snacks,Spend $5 on brisket mac & cheese sandwich OR other single-serve prepared food item
